"SITENUM","SITE","BGPOP90","LBGPOP90","TRPOP90","LTRPOP90","LDISTA1","LDISTA2","LDISTA3","NLCD_URB","ELEV_NED","NLCD_LIR","NLCD_HIR","NLCD_ICT","NED_300","NED_1KM","S10_E1K","LS10_E1K","S10_E10K","LS10_E10","S25_E1K","LS25_E1K","S25_E10K","LS25_E10","ASIPNTNU","CMSA","FCYFIPS","REGION","NETWORK","LATITUDE","LONGITUD","EPALANDU","MONOBJ_1","MONOBJ_2","LOCSETTG","XINMETER","YINMETER","FCYPOP90","FCYPOP00","EXTREGNE","EXTREGMW","EXTREGSE","EXTREGSC","EXTREGSW","EXTREGNW","XINKM","YINKM","XINMM","YINMM","LCYPOP90","LCYPOP00","FCY00M90","gridID","n","pm","cvset","x","y","gridNum"
55,"18-089-0026",1731.09288595624,7.45650821402323,2404.942621665,7.7852813243197,5.9213106260155,8.07573547092976,7.69387560443372,64.4470519213846,185.8014679,27.398063948372,25.2273393957172,11.8216485772954,185.14682007,184.57162476,0,-6.90775527898214,9111.433,9.1172852775544,0,-5.99146454710798,7571.285,8.93211808103501,26138,"2960",18089,"Midwest","SAQS",41.573056,-87.405833,"INDUSTRIAL","POPULATION EXPOSURE","SOURCE ORIENTED","URBAN AND CENTER CITY",710357.144701,2095287.69242,947.692719711161,957.121942850379,1,1,1,0,0,0,710.357144701,2095.28769242,0.710357144701,2.09528769242,6.85403031438603,6.86393080533168,9.42922313921792,298656,24,17.9203691678692,0,0.710357144701,2.09528769242,62764
56,"18-089-0027",2442.26959581325,7.80068304817299,4145.01639305455,8.32966202246014,7.85849888160301,8.20503572010727,6.62260944369343,81.2261660310942,187.46792603,17.160457612203,48.6359636256967,15.4297447931945,187.90020752,187.87605286,0,-6.90775527898214,1490.593,7.30692930634103,0,-5.99146454710798,1215.409,7.1028359246434,26138,"2960",18089,"Midwest","SAQS",41.546667,-87.426389,"INDUSTRIAL","POPULATION EXPOSURE","NO INFO","SUBURBAN",708928.770494,2092192.86466,947.692719711161,957.121942850379,1,1,1,0,0,0,708.928770494,2092.19286466,0.708928770494,2.09219286466,6.85403031438603,6.86393080533168,9.42922313921792,297987,23,14.7461076604555,0,0.708928770494,2.09219286466,62282
57,"18-089-1003",2018.12557445421,7.60992442615998,2347.34302832992,7.76103934125559,7.63049860492617,7.2776527638741,7.62566755499819,61.4256380170138,183.04017639,7.48019947198592,30.0968025814022,23.8486359636257,182.99243164,183.95095825,0,-6.90775527898214,12201.462,9.40931105960715,0,-5.99146454710798,10368.314,9.24650970362729,26138,"2960",18089,"Midwest","SAQS",41.588889,-87.407778,"RESIDENTIAL","POPULATION EXPOSURE","NO INFO","SUBURBAN",710040.413848,2097034.1318,947.692719711161,957.121942850379,1,1,1,0,0,0,710.040413848,2097.0341318,0.710040413848,2.0970341318,6.85403031438603,6.86393080533168,9.42922313921792,299325,24,15.0801273148148,0,0.710040413848,2.0970341318,63246
59,"18-089-2004",3177.41431399104,8.0638230362141,2386.6862301043,7.77766116822406,7.1258492757195,7.18317366999785,6.19845577669667,78.7914344382517,183.84896851,9.21091229099443,46.259900264007,23.3206218832502,183.86769104,183.65986633,284,5.64897423816121,9635.493,9.17320874715751,258,5.55295958492162,8202.798,9.0122305945624,26138,"2960",18089,"Midwest","SAQS",41.585278,-87.474444,"RESIDENTIAL","POPULATION EXPOSURE","NO INFO","URBAN AND CENTER CITY",704582.34784,2096135.4703,947.692719711161,957.121942850379,1,1,1,0,0,0,704.58234784,2096.1354703,0.70458234784,2.0961354703,6.85403031438603,6.86393080533168,9.42922313921792,298654,24,15.0478787878788,0,0.70458234784,2.0961354703,62762
60,"18-089-2010",5829.84658298466,8.67074596390132,9099.86388709793,9.11601473493131,7.08686126677106,6.41816034843539,7.59471453682193,61.86564975066,178.19300842,1.73071281900851,56.5561748313288,3.57876210032268,178.29714966,178.1431427,0,-6.90775527898214,13179.193,9.48639457704686,0,-5.99146454710798,11080.444,9.31293703170057,26439,"2960",18089,"Midwest","SAQS",41.678333,-87.508333,"INDUSTRIAL","GENERAL/BACKGROUND","POPULATION EXPOSURE","URBAN AND CENTER CITY",700859.845474,2106256.77437,947.692719711161,957.121942850379,1,1,1,0,0,0,700.859845474,2106.25677437,0.700859845474,2.10625677437,6.85403031438603,6.86393080533168,9.42922313921792,300660,23,15.0408530961792,0,0.700859845474,2.10625677437,64207
63,"18-091-0012",4148.43867853372,8.33048732039541,844.467550695789,6.73870631122992,8.69810582172424,6.96423963507008,2.28072663506547,80.6688178351423,246.78800964,21.7072455265474,36.9316515107069,22.0299207978879,246.95849609,247.84156799,86,4.45434729625351,195.01,5.27305083930015,83,4.4188406077966,175.01,5.16484311514807,26135,"NOT IN AN MSA",18091,"Midwest","SAQS",41.602222,-86.730278,"COMMERCIAL","POPULATION EXPOSURE","NO INFO","SUBURBAN",765708.563012,2103784.65498,177.360958523782,182.209701594403,1,1,1,0,0,0,765.708563012,2103.78465498,0.765708563012,2.10378465498,5.17818696969006,5.20515823035891,4.84874307062103,300008,23,13.9235770750988,0,0.765708563012,2.10378465498,63742
64,"18-095-0009",1994.24879560817,7.59802271485884,3808.34446725541,8.24494985065818,8.84460517792622,9.40173922396694,3.98172722795161,76.5620416544441,259.5630188,28.6887650337342,15.7524200645351,32.1208565561748,258.90252686,259.54620361,43,3.76120011569356,86,4.45434729625351,42,3.73766961828337,83,4.4188406077966,24325,"3480",18095,"Midwest","SAQS",40.111944,-85.68,"COMMERCIAL","POPULATION EXPOSURE","NO INFO","URBAN AND CENTER CITY",870230.77419,1946817.40677,288.506609737675,288.41829296484,1,1,1,0,0,0,870.23077419,1946.81740677,0.87023077419,1.94681740677,5.66471799638822,5.66441183254225,-0.0883167728345029,273943,22,14.4817289780926,0,0.87023077419,1.94681740677,44970
65,"18-097-0042",420.163711393267,6.04064442436099,443.94170877894,6.09569326727947,8.55668892897761,9.08624420686315,8.22128468973644,0.117336462305661,212.93099976,0,0,0.117336462305661,211.22769165,210.57287598,0,-6.90775527898214,954,6.86066367144829,0,-5.99146454710798,540,6.29156913955832,24026,"3480",18097,"Midwest","SAQS",39.646254,-86.248784,"AGRICULTURAL","GENERAL/BACKGROUND","NO INFO","RURAL",827786.52128,1889844.71032,1977.83136954251,2008.97413949242,1,1,1,0,0,0,827.78652128,1889.84471032,0.82778652128,1.88984471032,7.58975625553654,7.60537949240377,31.1427699499068,264566,24,14.9606502525253,0,0.82778652128,1.88984471032,38211
66,"18-097-0043",1177.03467689547,7.07075356892948,1044.33552411719,6.95113610006406,6.83573764578377,6.90236304293311,7.14293384563059,89.5277207392197,208.23399353,7.42153124083309,17.3657964212379,64.7403930771487,208.44869995,211.02845764,27,3.29583686600433,4381.563,8.38516078902999,26,3.25809653802148,3387.51,8.12785041721312,24026,"3480",18097,"Midwest","SAQS",39.744957,-86.166496,"INDUSTRIAL","NO INFO","NO INFO","URBAN AND CENTER CITY",833604.687765,1901566.1164,1977.83136954251,2008.97413949242,1,1,1,0,0,0,833.604687765,1901.5661164,0.833604687765,1.9015661164,7.58975625553654,7.60537949240377,31.1427699499068,266575,24,17.209341029341,0,0.833604687765,1.9015661164,39659
67,"18-097-0066",5334.18162335923,8.58189075428586,2626.94593527598,7.87357720906873,8.001986086609,5.66575199983483,8.6156802106728,84.746259900264,230.31034851,34.0275740686418,19.6831915517747,31.0354942798475,231.28198242,233.2796936,284,5.64897423816121,3316.563,8.10668428471463,219,5.3890717298165,2428.51,7.79503317954549,24025,"3480",18097,"Midwest","SAQS",39.760437,-86.108848,"COMMERCIAL","SOURCE ORIENTED","NO INFO","SUBURBAN",838293.789564,1903798.54822,1977.83136954251,2008.97413949242,1,1,1,0,0,0,838.293789564,1903.79854822,0.838293789564,1.90379854822,7.58975625553654,7.60537949240377,31.1427699499068,266576,23,18.376480017567,0,0.838293789564,1.90379854822,39660
68,"18-097-0078",1793.15476190476,7.49173178438374,3767.53569697064,8.23417640543138,7.28357796873976,8.18142420532319,7.66813236556759,79.2314461718979,233.48719788,67.233792901144,11.2349662657671,0.7626870049868,231.71076965,230.7237854,0,-6.90775527898214,1721.43,7.45091061973866,0,-5.99146454710798,1529.441,7.33265758814932,24025,"3480",18097,"Midwest","SAQS",39.811097,-86.114469,"RESIDENTIAL","POPULATION EXPOSURE","NO INFO","SUBURBAN",837229.669981,1909395.11533,1977.83136954251,2008.97413949242,1,1,1,0,0,0,837.229669981,1909.39511533,0.837229669981,1.90939511533,7.58975625553654,7.60537949240377,31.1427699499068,267914,24,14.9628252537242,0,0.837229669981,1.90939511533,40624
69,"18-097-0079",4267.95479020942,8.3588900196311,3491.67478780912,8.15813678198371,6.55834904432505,8.70576661417422,7.06016639020261,73.8339689058375,252.94328308,43.6198298621297,5.01613376356703,25.1980052801408,252.93066406,252.84971619,0,-6.90775527898214,187.248,5.23243394143241,0,-5.99146454710798,172.018,5.14759912250069,24326,"3480",18097,"Midwest","SAQS",39.893611,-86.040556,"RESIDENTIAL","POPULATION EXPOSURE","NO INFO","SUBURBAN",842500.341231,1919248.51384,1977.83136954251,2008.97413949242,1,1,1,0,0,0,842.500341231,1919.24851384,0.842500341231,1.91924851384,7.58975625553654,7.60537949240377,31.1427699499068,269253,23,15.9138736866998,0,0.842500341231,1.91924851384,41589
71,"18-097-0083",12979.7137086151,9.47114293366777,13369.8241346105,9.50075551627803,7.39991825544957,6.6967078202714,8.54409263112069,98.0639483719566,231.18797302,24.6406570841889,64.3003813435025,9.12290994426518,230.72038269,230.21607971,56,4.02535169073515,3344.563,8.11509132127745,52,3.95124371858143,2679.51,7.8933892209675,24025,"3480",18097,"Midwest","SAQS",39.774944,-86.122053,"RESIDENTIAL","POPULATION EXPOSURE","NO INFO","SUBURBAN",837010.010001,1905298.99686,1977.83136954251,2008.97413949242,1,1,1,0,0,0,837.010010001,1905.29899686,0.837010010001,1.90529899686,7.58975625553654,7.60537949240377,31.1427699499068,267245,24,16.8621246267707,0,0.837010010001,1.90529899686,40142
72,"18-127-0020",292.441176908309,5.67826354186069,277.781988260004,5.62683659114121,7.28255739611463,6.01538939914319,7.70364763631972,3.49075975359343,206.61213684,2.58140217072455,0,0.909357582868876,205.98551941,198.29902649,0,-6.90775527898214,7696,8.94845599234554,0,-5.99146454710798,6400,8.76405326934776,26437,"2960",18127,"Midwest","SAQS",41.631389,-87.086944,"INDUSTRIAL","POPULATION EXPOSURE","NO INFO","RURAL",736031.554331,2104211.16747,306.971450883663,355.610421582189,1,1,1,0,0,0,736.031554331,2104.21116747,0.736031554331,2.10421116747,5.72675474939871,5.87383581024683,48.638970698526,300000,23,13.4105163435598,0,0.736031554331,2.10421116747,63734
73,"18-127-0024",2132.18228748671,7.66490128232809,2037.98621402254,7.61971744929588,7.55735606845581,5.52721881849089,7.69604828712768,10.1202698738633,185.20500183,3.34408917571135,4.25344675858023,2.52273393957172,186.56809998,187.9907074,0,-6.90775527898214,11413,9.3425083355536,0,-5.99146454710798,9562,9.16555218918605,26137,"2960",18127,"Midwest","SAQS",41.6175,-87.199167,"RESIDENTIAL","POPULATION EXPOSURE","NO INFO","SUBURBAN",726934.700261,2101799.81384,306.971450883663,355.610421582189,1,1,1,0,0,0,726.934700261,2101.79981384,0.726934700261,2.10179981384,5.72675474939871,5.87383581024683,48.638970698526,299998,23,14.2397598657381,0,0.726934700261,2.10179981384,63732
